,player_name,pro_id,cbb_id,made_asg
0,Kenyon Martin,martike01,kenyon-martin-1,1.0
1,Stromile Swift,swiftst01,stromile-swift-1,0.0
2,Darius Miles,milesda01,,0.0
3,Marcus Fizer,fizerma01,marcus-fizer-1,0.0
4,Mike Miller,millemi01,mike-miller-1,0.0
5,DerMarr Johnson,johnsde03,dermarr-johnson-1,0.0
6,Chris Mihm,mihmch01,chris-mihm-1,0.0
7,Jamal Crawford,crawfja01,jamal-crawford-1,0.0
8,Joel Przybilla,przybjo01,joel-przybilla-1,0.0
9,Keyon Dooling,doolike01,keyon-dooling-1,0.0
10,Jérôme Moïso,moisoje01,jerome-moiso-1,0.0
11,Etan Thomas,thomaet01,etan-thomas-1,0.0
12,Courtney Alexander,alexaco02,courtney-alexander-1,0.0
13,Mateen Cleaves,cleavma01,mateen-cleaves-1,0.0
14,Jason Collier,collija02,jason-collier-1,0.0
15,Hedo Türkoğlu,turkohe01,,0.0
16,Desmond Mason,masonde01,desmond-mason-1,0.0
17,Quentin Richardson,richaqu01,quentin-richardson-1,0.0
18,Jamaal Magloire,magloja01,jamaal-magloire-1,1.0
19,Speedy Claxton,claxtsp01,speedy-claxton-1,0.0
20,Morris Peterson,petermo01,morris-peterson-1,0.0
21,Donnell Harvey,harvedo01,donnell-harvey-1,0.0
22,DeShawn Stevenson,stevede01,,0.0
23,Dalibor Bagarić,bagarda01,,0.0
24,Jake Tsakalidis,tsakaja01,,0.0
25,Mamadou N'Diaye,ndiayma02,mamadou-ndiaye-1,0.0
26,Primož Brezec,brezepr01,,0.0
27,Erick Barkley,barkler01,erick-barkley-1,0.0
28,Mark Madsen,madsema01,mark-madsen-1,0.0
29,Marko Jarić,jaricma01,,0.0
30,Dan Langhi,langhda01,dan-langhi-1,0.0
31,A.J. Guyton,guytoaj01,aj-guyton-1,0.0
32,Jake Voskuhl,voskuja01,jake-voskuhl-1,0.0
33,Khalid El-Amin,elamikh01,khalid-el-amin-1,0.0
34,Mike Smith,smithmi03,mike-smith-1,0.0
35,Soumaila Samake,samakso01,,0.0
36,Eddie House,houseed01,eddie-house-1,0.0
37,Eduardo Nájera,najered01,eduardo-najera-1,0.0
38,Lavor Postell,postela01,lavor-postell-1,0.0
39,Hanno Möttölä,mottoha01,hanno-mottola-1,0.0
40,Olumide Oyedeji,oyedeol01,,0.0
41,Michael Redd,reddmi01,michael-redd-1,1.0
42,Brian Cardinal,cardibr01,brian-cardinal-1,0.0
43,Jabari Smith,smithja01,jabari-smith-1,0.0
44,Jason Hart,hartja01,jason-hart-1,0.0
45,Kaniel Dickens,dickeka01,kaniel-dickens-1,0.0
46,Igor Rakočević,rakocig01,,0.0
47,Ernest Brown,browner01,,0.0
48,Dan McClintock,mcclida01,dan-mcclintock-1,0.0
49,Chris Porter,portech01,chris-porter-1,0.0
50,Kwame Brown,brownkw01,,0.0
51,Tyson Chandler,chandty01,,1.0
52,Pau Gasol,gasolpa01,,1.0
53,Eddy Curry,curryed01,,0.0
54,Jason Richardson,richaja01,jason-richardson-1,0.0
55,Shane Battier,battish01,shane-battier-1,0.0
56,Eddie Griffin,griffed01,eddie-griffin-1,0.0
57,DeSagana Diop,diopde01,,0.0
58,Rodney White,whitero02,rodney-white-1,0.0
59,Joe Johnson,johnsjo02,joe-johnson-1,1.0
60,Kedrick Brown,brownke01,,0.0
61,Vladimir Radmanović,radmavl01,,0.0
62,Richard Jefferson,jefferi01,richard-jefferson-1,0.0
63,Troy Murphy,murphtr01,troy-murphy-1,0.0
64,Steven Hunter,huntest01,steven-hunter-1,0.0
65,Kirk Haston,hastoki01,kirk-haston-1,0.0
66,Michael Bradley,bradlmi01,michael-bradley-1,0.0
67,Jason Collins,collija04,jason-collins-1,0.0
68,Zach Randolph,randoza01,zach-randolph-1,1.0
69,Brendan Haywood,haywobr01,brendan-haywood-1,0.0
70,Joseph Forte,fortejo01,joseph-forte-1,0.0
71,Jeryl Sasser,sasseje01,jeryl-sasser-1,0.0
72,Brandon Armstrong,armstbr01,brandon-armstrong-1,0.0
73,Raül López,lopezra01,,0.0
74,Gerald Wallace,wallage01,gerald-wallace-1,1.0
75,Samuel Dalembert,dalemsa01,samuel-dalembert-1,0.0
76,Jamaal Tinsley,tinslja01,jamaal-tinsley-1,0.0
77,Tony Parker,parketo01,,1.0
78,Trenton Hassell,hassetr01,trenton-hassell-1,0.0
79,Gilbert Arenas,arenagi01,gilbert-arenas-1,1.0
80,Omar Cook,cookom01,omar-cook-1,0.0
81,Will Solomon,solomwi01,will-solomon-1,0.0
82,Terence Morris,morrite01,terence-morris-1,0.0
83,Brian Scalabrine,scalabr01,brian-scalabrine-1,0.0
84,Jeff Trepagnier,trepaje01,jeff-trepagnier-1,0.0
85,Damone Brown,brownda02,damone-brown-1,0.0
86,Mehmet Okur,okurme01,,1.0
87,Earl Watson,watsoea01,earl-watson-1,0.0
88,Jamison Brewer,breweja01,jamison-brewer-1,0.0
89,Bobby Simmons,simmobo01,bobby-simmons-1,0.0
90,Sean Lampley,lamplse01,sean-lampley-1,0.0
91,Loren Woods,woodslo01,loren-woods-1,0.0
92,Antonis Fotsis,fotsian01,,0.0
93,Ken Johnson,johnske03,ken-johnson-2,0.0
94,Ruben Boumtje-Boumtje,boumtru01,ruben-boumtje-boumtje-1,0.0
95,Alton Ford,fordal02,alton-ford-1,0.0
96,Jarron Collins,collija03,jarron-collins-1,0.0
97,Kenny Satterfield,satteke01,kenny-satterfield-1,0.0
98,Robertas Javtokas,javtoro01,robertas-javtokas-1,0.0
99,Alvin Jones,jonesal01,alvin-jones-1,0.0
100,Yao Ming,mingya01,,1.0
101,Jay Williams,willija03,jay-williams-1,0.0
102,Mike Dunleavy,dunlemi02,mike-dunleavy-2,0.0
103,Drew Gooden,goodedr01,drew-gooden-1,0.0
104,Nikoloz Tskitishvili,tskitni01,,0.0
105,Dajuan Wagner,wagneda02,dajuan-wagner-1,0.0
106,Nenê Hilário,hilarne01,,0.0
107,Chris Wilcox,wilcoch01,chris-wilcox-1,0.0
108,Amar'e Stoudemire,stoudam01,,1.0
109,Caron Butler,butleca01,caron-butler-1,1.0
110,Jared Jeffries,jeffrja01,jared-jeffries-1,0.0
111,Melvin Ely,elyme01,melvin-ely-1,0.0
112,Marcus Haislip,haislma01,marcus-haislip-1,0.0
113,Fred Jones,jonesfr01,fred-jones-1,0.0
114,Boštjan Nachbar,nachbbo01,,0.0
115,Jiří Welsch,welscji01,,0.0
116,Juan Dixon,dixonju01,juan-dixon-1,0.0
117,Curtis Borchardt,borchcu01,curtis-borchardt-1,0.0
118,Ryan Humphrey,humphry01,ryan-humphrey-1,0.0
119,Kareem Rush,rushka01,kareem-rush-1,0.0
120,Qyntel Woods,woodsqy01,,0.0
121,Casey Jacobsen,jacobca01,casey-jacobsen-1,0.0
122,Tayshaun Prince,princta01,tayshaun-prince-1,0.0
123,Nenad Krstić,krstine01,,0.0
124,Frank Williams,willifr02,frank-williams-1,0.0
125,John Salmons,salmojo01,john-salmons-1,0.0
126,Chris Jefferies,jeffech01,chris-jefferies-1,0.0
127,Dan Dickau,dickada01,dan-dickau-1,0.0
128,Roger Mason,masonro01,roger-mason-1,0.0
129,Robert Archibald,archiro01,robert-archibald-1,0.0
130,Vincent Yarbrough,yarbrvi01,vincent-yarbrough-1,0.0
131,Dan Gadzuric,gadzuda01,dan-gadzuric-1,0.0
132,Carlos Boozer,boozeca01,carlos-boozer-1,1.0
133,David Andersen,anderda03,,0.0
134,Tito Maddox,maddoti01,tito-maddox-1,0.0
135,Juan Carlos Navarro,navarju01,,0.0
136,Mario Kasun,kasunma01,,0.0
137,Ronald Murray,murraro01,,0.0
138,Lonny Baxter,baxtelo01,lonny-baxter-1,0.0
139,Matt Barnes,barnema02,matt-barnes-1,0.0
140,Jamal Sampson,sampsja01,jamal-sampson-1,0.0
141,Chris Owens,owensch01,chris-owens-1,0.0
142,Darius Songaila,songada01,darius-songaila-1,0.0
143,Rasual Butler,butlera01,rasual-butler-1,0.0
144,Tamar Slay,slayta01,tamar-slay-1,0.0
145,Luis Scola,scolalu01,,0.0
146,Randy Holcomb,holcora01,randy-holcomb-1,0.0
147,Corsley Edwards,edwarco01,corsley-edwards-1,0.0
148,LeBron James,jamesle01,,1.0
149,Darko Miličić,milicda01,,0.0
150,Carmelo Anthony,anthoca01,carmelo-anthony-1,1.0
151,Chris Bosh,boshch01,chris-bosh-1,1.0
152,Dwyane Wade,wadedw01,dwyane-wade-1,1.0
153,Chris Kaman,kamanch01,chris-kaman-1,1.0
154,Kirk Hinrich,hinriki01,kirk-hinrich-1,0.0
155,T.J. Ford,fordtj01,tj-ford-1,0.0
156,Mike Sweetney,sweetmi01,mike-sweetney-1,0.0
157,Jarvis Hayes,hayesja01,jarvis-hayes-1,0.0
158,Mickaël Piétrus,pietrmi01,,0.0
159,Nick Collison,collini01,nick-collison-1,0.0
160,Marcus Banks,banksma01,marcus-banks-1,0.0
161,Luke Ridnour,ridnolu01,luke-ridnour-1,0.0
162,Reece Gaines,gainere01,reece-gaines-1,0.0
163,Troy Bell,belltr01,troy-bell-1,0.0
164,Žarko Čabarkapa,cabarza01,,0.0
165,David West,westda01,david-west-1,1.0
166,Sasha Pavlović,pavloal01,,0.0
167,Dahntay Jones,jonesda02,dahntay-jones-1,0.0
168,Boris Diaw,diawbo01,,0.0
169,Zoran Planinić,planizo01,,0.0
170,Travis Outlaw,outlatr01,,0.0
171,Brian Cook,cookbr01,brian-cook-1,0.0
172,Carlos Delfino,delfica01,,0.0
173,Ndudi Ebi,ebind01,,0.0
174,Kendrick Perkins,perkike01,,0.0
175,Leandro Barbosa,barbole01,,0.0
176,Josh Howard,howarjo01,josh-howard-1,1.0
177,Maciej Lampe,lampema01,,0.0
178,Jason Kapono,kaponja01,jason-kapono-1,0.0
179,Luke Walton,waltolu01,luke-walton-1,0.0
180,Jerome Beasley,beaslje01,,0.0
181,Sofoklis Schortsanitis,schorso01,,0.0
182,Szymon Szewczyk,szewcsz01,,0.0
183,Mario Austin,austima01,mario-austin-1,0.0
184,Travis Hansen,hansetr01,travis-hansen-1,0.0
185,Steve Blake,blakest01,steve-blake-1,0.0
186,Slavko Vraneš,vranesl01,,0.0
187,Derrick Zimmerman,zimmede01,derrick-zimmerman-1,0.0
188,Willie Green,greenwi01,willie-green-1,0.0
189,Zaza Pachulia,pachuza01,,0.0
190,Keith Bogans,boganke01,keith-bogans-1,0.0
191,Matt Bonner,bonnema01,matt-bonner-1,0.0
192,Sani Bečirovič,becirsa01,,0.0
193,Mo Williams,willima01,mo-williams-1,1.0
194,James Lang,langja01,,0.0
195,James Jones,jonesja02,james-jones-1,0.0
196,Paccelis Morlende,morlepa01,,0.0
197,Kyle Korver,korveky01,kyle-korver-1,1.0
198,Nedžad Sinanović,sinanne01,,0.0
199,Brandon Hunter,huntebr01,brandon-hunter-1,0.0
200,Xue Yuyang,yuyanxu01,,0.0
201,Andreas Glyniadakis,glynian01,,0.0
202,Dwight Howard,howardw01,,1.0
203,Emeka Okafor,okafoem01,emeka-okafor-1,0.0
204,Ben Gordon,gordobe01,ben-gordon-1,0.0
205,Shaun Livingston,livinsh01,,0.0
206,Devin Harris,harride01,devin-harris-1,1.0
207,Josh Childress,childjo01,josh-childress-1,0.0
208,Luol Deng,denglu01,luol-deng-1,1.0
209,Rafael Araújo,araujra01,rafael-araujo-1,0.0
210,Andre Iguodala,iguodan01,andre-iguodala-1,1.0
211,Luke Jackson,jackslu02,luke-jackson-1,1.0
212,Andris Biedriņš,biedran01,,0.0
213,Robert Swift,swiftro01,,0.0
214,Sebastian Telfair,telfase01,,0.0
215,Kris Humphries,humphkr01,kris-humphries-1,0.0
216,Al Jefferson,jeffeal01,,0.0
217,Kirk Snyder,snydeki01,kirk-snyder-1,0.0
218,Josh Smith,smithjo03,,0.0
219,J.R. Smith,smithjr01,,0.0
220,Dorell Wright,wrighdo01,,0.0
221,Jameer Nelson,nelsoja01,jameer-nelson-1,1.0
222,Pavel Podkolzin,podkopa01,,0.0
223,Viktor Khryapa,khryavi01,,0.0
224,Sergei Monia,moniase01,,0.0
225,Delonte West,westde01,delonte-west-1,0.0
226,Tony Allen,allento01,tony-allen-1,0.0
227,Kevin Martin,martike02,kevin-martin-1,0.0
228,Sasha Vujačić,vujacsa01,,0.0
229,Beno Udrih,udrihbe01,,0.0
230,David Harrison,harrida01,david-harrison-1,0.0
231,Anderson Varejão,varejan01,,0.0
232,Jackson Vroman,vromaja01,jackson-vroman-1,0.0
233,Peter John Ramos,ramospe01,,0.0
234,Lionel Chalmers,chalmli01,lionel-chalmers-1,0.0
235,Donta Smith,smithdo04,,0.0
236,Andre Emmett,emmetan01,andre-emmett-1,0.0
237,Antonio Burks,burksan01,antonio-burks-1,0.0
238,Royal Ivey,iveyro01,royal-ivey-1,0.0
239,Chris Duhon,duhonch01,chris-duhon-1,0.0
240,Albert Miralles,miralal01,,0.0
241,Justin Reed,reedju01,justin-reed-1,0.0
242,Viktor Sanikidze,sanikvi01,,0.0
243,Trevor Ariza,arizatr01,trevor-ariza-1,0.0
244,Bernard Robinson,robinbe01,bernard-robinson-1,0.0
245,Ha Seung-Jin,seungha01,,0.0
246,Pape Sow,sowpa01,pape-sow-1,0.0
247,Sergei Lishouk,lishcse01,,0.0
248,Vassilis Spanoulis,spanova01,,0.0
249,Matt Freije,freijma01,matt-freije-1,0.0
250,Luis Flores,florelu01,luis-flores-1,0.0
251,Sergei Karaulov,karause01,,0.0
252,Andrew Bogut,bogutan01,andrew-bogut-1,0.0
253,Marvin Williams,willima02,marvin-williams-1,0.0
254,Deron Williams,willide01,deron-williams-1,1.0
255,Chris Paul,paulch01,chris-paul-1,1.0
256,Raymond Felton,feltora01,raymond-felton-1,0.0
257,Martell Webster,webstma02,,0.0
258,Charlie Villanueva,villach01,charlie-villanueva-1,0.0
259,Channing Frye,fryech01,channing-frye-1,0.0
260,Ike Diogu,dioguik01,ike-diogu-1,0.0
261,Andrew Bynum,bynuman01,,1.0
262,Fran Vázquez,vazqufr01,,0.0
263,Yaroslav Korolev,korolya01,,0.0
264,Sean May,mayse01,sean-may-1,0.0
265,Rashad McCants,mccanra01,rashad-mccants-1,0.0
266,Antoine Wright,wrighan01,antoine-wright-1,0.0
267,Joey Graham,grahajo01,joey-graham-1,0.0
268,Danny Granger,grangda01,danny-granger-1,1.0
269,Gerald Green,greenge01,,0.0
270,Hakim Warrick,warriha01,hakim-warrick-1,0.0
271,Julius Hodge,hodgeju01,julius-hodge-1,0.0
272,Nate Robinson,robinna01,nate-robinson-1,0.0
273,Jarrett Jack,jackja01,jarrett-jack-1,0.0
274,Francisco García,garcifr01,francisco-garcia-1,0.0
275,Luther Head,headlu01,luther-head-1,0.0
276,Johan Petro,petrojo01,,0.0
277,Jason Maxiell,maxieja01,jason-maxiell-1,0.0
278,Linas Kleiza,kleizli01,linas-kleiza-1,0.0
279,Ian Mahinmi,mahinia01,,0.0
280,Wayne Simien,simiewa01,wayne-simien-1,0.0
281,David Lee,leeda02,david-lee-1,1.0
282,Salim Stoudamire,stoudsa01,salim-stoudamire-1,0.0
283,Daniel Ewing,ewingda01,daniel-ewing-1,0.0
284,Brandon Bass,bassbr01,brandon-bass-1,0.0
285,C.J. Miles,milescj01,,0.0
286,Ersan İlyasova,ilyaser01,,0.0
287,Ronny Turiaf,turiaro01,ronny-turiaf-1,0.0
288,Travis Diener,dienetr01,travis-diener-1,0.0
289,Von Wafer,wafervo01,von-wafer-1,0.0
290,Monta Ellis,ellismo01,,0.0
291,Roko Ukić,ukicro01,,0.0
292,Chris Taft,taftch01,chris-taft-1,0.0
293,Mile Ilić,ilicmi01,,0.0
294,Martynas Andriuškevičius,andrima01,,0.0
295,Lou Williams,willilo02,,0.0
296,Erazem Lorbek,lorbeer01,erazem-lorbek-1,0.0
297,Bracey Wright,wrighbr02,bracey-wright-1,0.0
298,Mickaël Gelabale,gelabmi01,,0.0
299,Andray Blatche,blatcan01,,0.0
300,Ryan Gomes,gomesry01,ryan-gomes-1,0.0
301,Robert Whaley,whalero01,robert-whaley-1,0.0
302,Axel Hervelle,herveax01,,0.0
303,Orien Greene,greenor01,orien-greene-1,0.0
304,Dijon Thompson,thompdi01,dijon-thompson-1,0.0
305,Lawrence Roberts,roberla01,lawrence-roberts-1,0.0
306,Amir Johnson,johnsam01,,0.0
307,Marcin Gortat,gortama01,,0.0
308,Uroš Slokar,slokaur01,,0.0
309,Cenk Akyol,akyolce01,,0.0
310,Alex Acker,ackeral01,alex-acker-1,0.0
311,Andrea Bargnani,bargnan01,,0.0
312,LaMarcus Aldridge,aldrila01,lamarcus-aldridge-1,1.0
313,Adam Morrison,morriad01,adam-morrison-1,0.0
314,Tyrus Thomas,thomaty01,tyrus-thomas-1,0.0
315,Shelden Williams,willish02,shelden-williams-1,0.0
316,Brandon Roy,roybr01,brandon-roy-1,1.0
317,Randy Foye,foyera01,randy-foye-1,0.0
318,Rudy Gay,gayru01,rudy-gay-1,0.0
319,Patrick O'Bryant,obryapa01,patrick-obryant-1,0.0
320,Mouhamed Sene,senesa01,,0.0
321,J.J. Redick,redicjj01,jj-redick-1,0.0
322,Hilton Armstrong,armsthi01,hilton-armstrong-1,0.0
323,Thabo Sefolosha,sefolth01,,0.0
324,Ronnie Brewer,brewero02,ronnie-brewer-1,0.0
325,Cedric Simmons,simmoce01,cedric-simmons-1,0.0
326,Rodney Carney,carnero01,rodney-carney-1,0.0
327,Shawne Williams,willish03,shawne-williams-1,0.0
328,Oleksiy Pecherov,pecheol01,,0.0
329,Quincy Douby,doubyqu01,quincy-douby-1,0.0
330,Renaldo Balkman,balkmre01,renaldo-balkman-1,0.0
331,Rajon Rondo,rondora01,rajon-rondo-1,1.0
332,Marcus Williams,willima03,marcus-williams-1,0.0
333,Josh Boone,boonejo01,josh-boone-1,0.0
334,Kyle Lowry,lowryky01,kyle-lowry-1,1.0
335,Shannon Brown,brownsh01,shannon-brown-1,0.0
336,Jordan Farmar,farmajo01,jordan-farmar-1,0.0
337,Sergio Rodríguez,rodrise01,,0.0
338,Maurice Ager,agerma01,maurice-ager-1,0.0
339,Mardy Collins,collima01,mardy-collins-1,0.0
340,Joel Freeland,freeljo01,,0.0
341,James White,whiteja02,james-white-1,0.0
342,Steve Novak,novakst01,steve-novak-1,0.0
343,Solomon Jones,jonesso01,solomon-jones-1,0.0
344,Paul Davis,davispa01,paul-davis-1,0.0
345,P.J. Tucker,tuckepj01,pj-tucker-1,0.0
346,Craig Smith,smithcr01,craig-smith-1,0.0
347,Bobby Jones,jonesbo02,bobby-jones-2,1.0
348,Kosta Perović,perovko01,,0.0
349,David Noel,noelda01,david-noel-1,0.0
350,James Augustine,augusja01,james-augustine-1,0.0
351,Daniel Gibson,gibsoda01,daniel-gibson-1,0.0
352,Marcus Vinicius,vincima01,,0.0
353,Lior Eliyahu,eliyali01,,0.0
354,Alexander Johnson,johnsal01,alexander-johnson-1,0.0
355,Dee Brown,brownde03,dee-brown-2,0.0
356,Paul Millsap,millspa01,paul-millsap-1,1.0
357,Vladimir Veremeenko,veremvl01,,0.0
358,Leon Powe,powele01,leon-powe-1,0.0
359,Ryan Hollins,holliry01,ryan-hollins-1,0.0
360,Cheikh Samb,sambch01,,0.0
361,Guillermo Díaz,diazgu01,guillermo-diaz-1,0.0
362,Yotam Halperin,halpeyo01,,0.0
363,Hassan Adams,adamsha01,hassan-adams-1,0.0
364,Ejike Ugboaja,ugboaej01,,0.0
365,Edin Bavčić,bavcied01,,0.0
366,Damir Markota,markoda01,,0.0
367,Will Blalock,blalowi01,will-blalock-1,0.0
368,Greg Oden,odengr01,greg-oden-1,0.0
369,Kevin Durant,duranke01,kevin-durant-1,1.0
370,Al Horford,horfoal01,al-horford-1,1.0
371,Mike Conley,conlemi01,mike-conley-1,0.0
372,Jeff Green,greenje02,jeff-green-1,0.0
373,Yi Jianlian,jianlyi01,,0.0
374,Corey Brewer,breweco01,corey-brewer-1,0.0
375,Brandan Wright,wrighbr03,brandan-wright-1,0.0
376,Joakim Noah,noahjo01,joakim-noah-1,1.0
377,Spencer Hawes,hawessp01,spencer-hawes-1,0.0
378,Acie Law,lawac01,acie-law-1,0.0
379,Thaddeus Young,youngth01,thaddeus-young-1,0.0
380,Julian Wright,wrighju01,julian-wright-1,0.0
381,Al Thornton,thornal01,al-thornton-1,0.0
382,Rodney Stuckey,stuckro01,rodney-stuckey-1,0.0
383,Nick Young,youngni01,nick-young-1,0.0
384,Sean Williams,willise01,sean-williams-1,0.0
385,Marco Belinelli,belinma01,,0.0
386,Javaris Crittenton,crittja01,javaris-crittenton-1,0.0
387,Jason Smith,smithja02,jason-smith-1,0.0
388,Daequan Cook,cookda02,daequan-cook-1,0.0
389,Jared Dudley,dudleja01,jared-dudley-1,0.0
390,Wilson Chandler,chandwi01,wilson-chandler-1,0.0
